"serial","儲存日期","序號","主旨","提問日期","答覆內容"
"1231","0000-00-00 00:00:00","24141","您好！我目前在一所小學編目，中文圖書將採用中文圖書分類法2007版。但由於學校是三語學校，英文書用的是Dewey Decimal System。DDC並沒有把fiction類的書籍歸在類表裡，美國的圖書館會使用另外的類號。請問中文圖書分類法是否有包含fiction等小說類的書？是不是都歸在800語言學及文學之下？謝謝！","2014-07-01","1.「DDC並沒有把fiction類的書籍歸在類表裡?」怎麼可能!! 請別亂說呦，舉幾個與fiction相關之DDC類號：808.83→collections of fiction809.3→ Fiction writers + 文學類複分表Table 3A / Table 3B813→ American fiction in English823→ English fiction833→ German fiction843→ French fiction853→ Italian fiction863→ Spanish fiction…2.小說是一種很普及的文學體裁，在圖書分類法中絕對不可能缺席。中文圖書分類法與小說相關的分類： 小說評論 812.7世界小說總集 813.7中國小說評論 827…中國小說文本 857…其他各國小說，是在各國文學後加複分57。如：日本小說 861.57韓國小說 862.57英國小說 873.57美國小說 874.57德國小說 875.57…錢月蓮敬答 20140702"
"1232","0000-00-00 00:00:00","24142","您好!我不太確定澳洲作者的兒童文學應該怎麼編分類號。澳洲文學分類號為887.1，兒童文學複分號為59，請問最後是否為887.1.59？謝謝！！","2014-07-02","中文圖書分類法中有關文學作品的分類是按作者的國籍, 所以, 澳洲作者所寫的兒童文學作品是歸在887.159。887.1是專號，再依「各國文學複分表複分」＋59＝887.159。中文圖書分類法基本號為3位數，3位數後＋「．」點細分，為基本類型，複分時不會另加點。只有方志類例外，如672.19/101.4，除符號「/」後可能有「．」出現外，其他不會有2個點的情形。錢月蓮敬答 20140704"
"1233","0000-00-00 00:00:00","24143","您好!關於編作者號有個疑問：不同類號，但作者號相同怎麼處理？是否還是加:2？謝謝！！！","2014-07-02","不同類號，但作者號相同? 應該是指不同分類號, 但作者號相同是嗎? 如是這樣, 索書號並不相同, 所以不用加作者區分號。 譬如, 作者林阿英著兩本書: 1. 中國教育史 2. 林阿英散文集 林阿英的首尾五筆作者號是8758， 第一本書《中國教育史》索書號是520.9 8758, 第二本書《林阿英散文集》索書號是 855 8758,兩本書的索書號不同, 沒有重號問題, 所以不必加其他輔助區分號。 常用輔助區分號「:」「-」的用法： 1.「:」的用法：同類書不同的作者卻有相同的作者號, 致使索書號相同, 為排架區分先後, 後到的書要在作者號後+「:2」、「:3」...。 2.「-」的用法：同類書相同作者, 索書號相同也要區分, 用作品號「-」來區分先後次序。 譬如, 林阿英又著了第三本書《林阿英田園隨筆》及第四本書《蓮的遐想》都是散文集, 索書號就該分別這樣表示855 8758-2及855 8758-3。 錢月蓮敬答 20140704"
"1234","0000-00-00 00:00:00","24144","您好：請問館藏已有村上春樹的作品中譯本沒有色彩的多崎作和他的巡禮之年""，現又購入該書的原日文著作""色彩を持たない多崎つくると.彼の巡礼の年""，此二本書算同作品但不同語言的出版品，如此在作者號區分上是否算不同著作要加-2呢？""","2014-07-03","分類是按作品內容分, 同作品的不同語文只能算不同表現形式(或不同版本), 兩書的索書號是相同的, 此時要進一步區分重號的問題: 1. 可以加版本的年代來區分, 即在索書號後加出版年代。如：861.57 8354 2013 2. 可於中譯本中另多加翻譯者的作者號。如：861.57 8354 8357 我個人比較喜歡第二種作法, 不僅可以將原作品的不同翻譯版本集中, 又可區分其中翻譯本的再版。 錢月蓮敬答 20140704 """
"1235","0000-00-00 00:00:00","24145","您好: 請問國小外文圖書適合用哪一種分類法?","2014-07-03","這個問題其實屬於政策性問題與管理問題, 不應由我回答或某個館員決定, 應由貴校圖書館(室)工作人員討論後共同決定。可以提供幾個思考的方向?1. 需要仰賴抄錄編目嗎?2. 採購的外文書都屬哪類? 單純的兒童文學類書籍嗎?假使外文書不少又沒有專業館員幫忙處理, 須抄錄LC的編目資料, 那麼, 選擇LC或杜威法皆可, 但因為杜威法的分類符號架構與中文圖書分類法相似, 若選擇杜威法, 應避免與中文圖書分類相互混淆，管理上應另置一區或有特藏符號以資區分才是。假使採購的外文圖書都是兒童故事書,不涉及判讀圖書內容主旨, 又有館員會編目, 外文書其實也可以用中文圖書分類法來取分類號, 作者號則取四角號碼之羅馬字母號碼, 也不失為一種很好方式。錢月蓮敬答 20140704"
"1236","0000-00-00 00:00:00","24146","您好, 想請教一下關於外國古代帝王(例如路易十六世)分傳該分入783-787各國傳記之分傳, 或是入各國歷史呢? 謝謝!!","2014-07-08","分類有原則但不是規則，是活的是很藝術性的，不是機讀格式或編目規則說一是一，您用「...該分入...」只能算是一種原則, 需以實際在編文獻內容為準。一般而言，講帝王的傳記，內容多半會牽涉到那個時代的政治與歷史, 涉及層面超乎個人, 所以會考慮將帝王傳記歸入各國之歷史，是因為內容講述很多帝王的政績。但一本書只是講帝王個人的嗜好、收藏品或羅曼史...等, 並無涉及那個國家的政治與歷史或簽社的層面不多, 仍應歸入各國個人傳記。分類是按書的內容主旨及作者意圖來歸類。錢月蓮敬答 20140710"
"1237","0000-00-00 00:00:00","24147","您好：請問西文編目時，副題名要另作相關題名嗎？例如另作517段；若要另作517，標點符號要去掉嗎？還是有意義的句子才另作517，沒意義的，例如「：law and legislation」這種的副題名就不用作517，謝謝回答。","2014-07-08","不論中西文或不同資料類型文獻，都應該完整著錄副題名，除下列情形例外:1. 副題名不具檢索意義。2. 副題名過於冗長，可省略其無關重要部分(參見中國編目規則1.1.4.1)標點符號著錄請參考中國編目規則1.0.3。以(：)引出副題名。副題名的著錄與正題名一般，都是照錄原則，若文字間出現標點符號是照錄的，不確定您所說「標點符號要去掉嗎？」是什麼意思。例:開天闢地 : 西洋文明的變遷 / 肯尼斯.克拉克著 ; 顏元叔譯200 1# $a開天闢地 $e西洋文明的變遷 $f肯尼斯.克拉克著 $g顏元叔譯517 1# $a西洋文明的變遷 $zchiCMARC格式中，系統會自動帶出標點符號(根據分欄內設好的), 館員不用自己鍵, 但並不表示要去掉標點符號, CMARC標點符號也是依據ISBD著錄, 是國際標準。law and legislation個人認為可以作副題名, 題名關鍵詞檢索會用得到!錢月蓮敬答 20140710"
"1238","0000-00-00 00:00:00","24148","您好，本人是學校圖書館的編目館員,最近收到老師著作的簽名書，想請問簽名書在編目上有沒有什麼需要注意的,以及其處理方式，謝謝。","2014-07-09","視各館政策而定。一般在編目上沒有特別需要注意的，可以在採購模組作內部註記。假設要在WebPAC顯示「XXX簽名書」，可註記在一般附註項。錢月蓮敬答 20140710"
"1239","0000-00-00 00:00:00","24149","您好，想參考一下關於圖書附件的處理方法，有本介紹塔羅牌的書，有附送塔羅牌，這副塔羅牌該如何處理呢？可否外借？","2014-07-09","圖書附件應隨書放置在一起，除非附件另需要特殊的保存環境或播放設備。隨塔羅牌的書附送的塔羅牌，應與書同放在一起，也應外借。若怕遺失的話, 可另置一盛裝盒或紙袋置於書架上,三者分別貼上條碼號及書標。錢月蓮敬答 20140710"
"1240","0000-00-00 00:00:00","24150","你好:我是國中圖書館的管理員，想請問圖書編目的問題。一、圖書館有採購一些國外圖書，可書上的ISBN無法在教育部聯合書目或國家圖書館書目中心查詢到相關資訊。造成外文書籍編目困難是否有更合適的方法?二、對於外文姓名的作者，通常是用翻譯過來的中文字姓名來取作者號，還是使用作者的原文姓名?三、延續上一發問，外國的作者該如何取得作者號?","2014-07-11","一、外文圖書書目資料查詢最佳網站，應是美國國會圖書館的線上目錄查詢系統。 Library of Congress Online Catalog http://catalog.loc.gov/ 一般網路上書商的目錄雖沒有提供機讀格式，但有很多附有分類號(國會圖書館分類號或杜威分類號),自己加作者號即可, 若實在查不到又不會分類, 就找一本內容相近的書, 抄它的分類號吧。 二、對於外文書的作者，若該本書為翻譯本, 原作者有中文翻譯名字, 當中文書處理, 用中文圖書分類法分類, 以中文譯名取作者號。 原文外文書, 應用原文姓名取作者號。 三、外國作者的取號, 可用「克特號」或「四角號碼羅馬字母號」, 取號方法可參見中文圖書分類法附錄1(p.774)及附錄3(p.778-779)。 編目園地資訊組織諮詢服務平台類似的問題已不少, 建議可以先瀏覽, 若自己沒有涉略過圖書館學基本知識又無法讀懂也無其他館員可請教的話, 建議可以報名參加中華民國圖書館學會開設的基礎課程。 錢月蓮敬答 20140715"
"1241","0000-00-00 00:00:00","24151","請問如果要量化版次及版本的定義,如何定義呢?公式是什麼?","2014-07-24","被問倒了!! 請另請教高明。版本最初用於描述書籍的不同形式、狀態或內容。書籍以外, 現今版本也常用於描述電影、軟體等事物。一個事物可能因各種原因而有不同版本，如作者修訂、發布環境改變、傳播過程影響等。不同版本的差異形形色色，如某歌手所發行的同張專輯可能同時發行CD和錄音帶版本；某部法律為適應社會新變化，於經過修訂後發布並生效新版本。版次是說明版本的編碼方式。若有「版本量化(公式)」這樣的詞(抱歉, 個人第一次聽到), 應與版本控制有關, 尤其是軟體版本控制與管理,並非我們的專業。錢月蓮敬答 20140729"
"1242","0000-00-00 00:00:00","24152","您好，想請教一類號問題:關於465.2染色工藝(印染入此)與478.13製造程序(工業染整及染整業入此)兩者於印染""概念上的差異?在類號給予上有什麼區隔呢?謝謝您。""","2014-07-25","465.2 染色工藝此類號所指者是染料化學, 能將纖維或其他被染物染成各種顏色的有機化合物稱染料。分天然染料和合成染料兩類。染色時先將染料製成水溶液﹑有機溶液﹑懸浮液等染液﹐當染液對纖維進行染色時﹐染料分子通過吸附﹑擴散以及一系列其他化學或物理化學的作用﹐從染液轉移到纖維等被染物上﹐使其染色。對於染料分類﹑結構﹑製法﹑性能﹑應用和發色理論等進行研究的 科學稱為染料化學。從其上位類460化學工業去思考就不易混淆了。478.13 製造程序指478纖維工程中的製造程序, 染整工業屬於纖維工程中重要的一環, 染整製程大致可分成染前處理、印染過程（含染色或印花工程）及染後處理三部分。染前處理是為了去除纖維上的雜質，以免影響後續的印染作業；而染後處理則是為了增加纖維的使用性或做為特殊用途的加工：染整的主要製程主要有：燒毛、退漿、精練、漂白、絲光、染色、印花及整理加工等。所以, 同樣是「印染」概念, 可已屬不同的類, 研究染料化學的, 纖維工業製造過程的, 藝術的...。錢月蓮敬答 20140729"
"1243","0000-00-00 00:00:00","24153","請問, 下面這個在答覆時間2008-12-30 00:00:00回覆的答案正確嗎?--作者號取碼，自然是依首位作者取碼了。????[[[問題請問4人以上中文文獻是取著錄後的第1位作者還是取題名？又4人以上西文文獻其作者號是否取題名？煩請解說，以釋疑惑。謝謝！答覆內容依中西文編目規則有關條文，凡4人以上之著者，著錄時以首位作者為主加以著錄之，其餘作者可省略不著錄。至於作者號取碼，自然是依首位作者取碼了。答覆時間2008-12-30 00:00:00關鍵詞著者號 延伸查詢]]]","2014-07-31","2008-12-30的回覆,雖非本人所答覆,但也沒有解釋錯誤,現再稍加說明:一、根據中西文編目規則, 取第一人為作者基本上是沒有問題的：中國編目規則1.1.5.3 ：著作方式相同的著者名稱, …超過三人者(團體)，僅記首列之著者並加「等」字，其餘全部省略。AACR2 1.1F5:如果一個責任說明中提到三個以上的人或團體, 承擔相同職責, 或負相同程度的責任, 則除第一個人或團體外, 省略每一組所有這樣的個人或團體。用”…”加”et al”置於方括弧中。所以,基本上,中西著錄規則並無相違背之處,AACR2說明得較詳細罷了。二、西文資料以題名取作者號的情形，是表示沒有負主要責任的作者：1. 個人作者不知或不清楚 (即, 三人以上的個人共同負責的作品, 沒有表明哪一位是主要的)或無法確定,而該作品又不屬於團體標目範圍。2. 在編輯者指導下產生的文集或著作且有總題名者。3. 宗教文件或古老的佚名作品。有上述1,2,3項情形時,得以題名取作者號, 用MARC著錄的思維來理解, 就是沒有主要款目main entry時可以用題名取作者號。錢月蓮敬答 20140805"
